"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Caatinga  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"error of omission";0.988916639737284;0.9915232876856191;0.9860251588910434;0.9793085980466528;0.9633309309545528;0.9599559572208901;0.9566259477505714;0.20198163819714599;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11510712164802595;0.04648645656919435;0.05217512369353711;0.01026926022108314;0.0;0.0001217295820156155;0.0014168078884569217;0.11278824980115652;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2006 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5137205401391791;0.011883785294183663;0.08054864156226683;0.0029257697031724963;0.0;0.0;0.0019805169828517794;0.6110592536816538;0.6110592536816538;-0.04188252919436258;0.8407049513512719;0.00991905055002729;0.15929504864872812;0.04188252919436253
"2.2. Formação Campestre (Campo)";0.015869612516730303;0.004031037139184794;0.005096084229363037;0.00013254967794717657;0.0;9.721874065156702e-05;6.052314807797153e-05;0.025287025451954846;0.025287025451954846;0.011850021367992097;0.15941128175964112;0.01259067414809834;0.8405887182403589;0.011850021367992118
"3.1. Pastagem";0.016323914581207674;0.006968512109074911;0.2209918510434895;0.002532817584328809;0.0;0.0005057111223306515;0.00015849019133661773;0.24748129663176816;0.24748129663176816;0.07689819860805622;0.8929638483844989;0.01936442239471797;0.10703615161550106;0.0768981986080563
"3.2. Agricultura";0.0006278827431225814;6.0797251194589815e-05;0.017441281632672983;0.003120376962039776;0.0;0.0;0.0;0.02125033858902993;0.02125033858902993;-0.012538824661541707;0.14683892912890362;0.00836003036554995;0.8531610708710964;0.012538824661541673
"3.3 Mosaico de Agricultura ou Pastagem";0.022524980722623072;0.014046927451859322;0.0;0.0;0.042558644334008904;0.00034093187276513994;0.00013433591017882006;0.07960582029143526;0.07960582029143526;-0.03704717595742636;0.534617245048196;0.018843056799618688;0.46538275495180403;0.037047175957426355
"4.1. Infraestrutura Urbana";6.093119618262541e-05;0.0;8.236055463101403e-05;0.0;0.0;0.0024738495170766287;0.0;0.002617141267890268;0.002617141267890268;0.0008005699849337189;0.9452487519219205;0.047880409263885496;0.05475124807807952;0.0008005699849337189
"5.1. Rio, Lago e Oceano";4.88625882458442e-05;0.0001459875744496834;0.0002192762174010667;0.0;0.0;0.0;0.012284997706170859;0.012699124086267452;0.012699124086267452;0.0019197398523485942;0.9673893744731243;0.05222496058991404;0.03261062552687566;0.0019197398523485946
"total";0.5691767244872913;0.037137046819946964;0.32437949523982446;0.008711513927488257;0.042558644334008904;0.003417711252823987;0.014618863938616047;1.0;1.0;0;0.7991812968411497;0.013638032205894556;0.2008187031588503;0.09146852981333063
"adj population";0.5691767244872922;0.037137046819946964;0.3243794952398237;0.008711513927488259;0.04255864433400892;0.003417711252823988;0.014618863938616042;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.682056746877102e-17;1.5232382578339778e-16;7.124957603363287e-17;3.053347553854645e-16;1.560489124081987e-16;5.147784219595629e-16;2.8147955067931453e-16;1.5480356097183425e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9025677228841947;0.10854490284940083;0.6812756486969151;0.35818997570488387;1.0;0.7238322181350269;0.8403524212110469;0.7991812968411496;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011156730352650416;0.008393725943644157;0.013911541158737745;0.02052954252770811;0.03646741145747938;0.04052366770834372;0.043797127982284946;0.013684097570215416;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9888432696473496;0.9916062740563558;0.9860884588412623;0.9794704574722919;0.9635325885425207;0.9594763322916563;0.956202872017715;0.20081870315885042;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11091236869622434;0.042511976625540106;0.0529788911765573;0.011182273930896961;0.0;0.00028658350162727875;0.0008282527601931877;0.10935017334551958;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2007 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.514580479083882;0.011292847043304426;0.07723288927394378;0.0028312540058256595;0.0;0.0;0.0014237884197969657;0.6073612578267529;0.6073612578267529;-0.03804954812882698;0.8472395505191476;0.010027695086103124;0.15276044948085243;0.038049548128827104
"2.2. Formação Campestre (Campo)";0.016200926802409504;0.00454620934475792;0.005037494489837704;0.0003205235209236892;0.0;9.717949803823954e-05;0.0;0.026202333655967056;0.026202333655967056;0.011021386700031423;0.1735039864940659;0.012857399976003157;0.826496013505934;0.011021386700031433
"3.1. Pastagem";0.015407075936967048;0.007288250591611386;0.222091824139879;0.002279700963564452;0.0;0.0005055069906385927;0.00045604124919834785;0.2480283998718588;0.2480283998718588;0.07472646879179677;0.8954290083499318;0.01928609010448262;0.10457099165006822;0.07472646879179676
"3.2. Agricultura";0.0006570901602787136;6.077271021613224e-05;0.018016902781967326;0.0033755788973888236;0.0;0.0;0.0;0.022110344549850995;0.022110344549850995;-0.013303287162148396;0.15266966508722127;0.008450911842802717;0.8473303349127788;0.013303287162148372
"3.3 Mosaico de Agricultura ou Pastagem";0.022356388248524588;0.014035640666108627;0.0;0.0;0.04404277006275179;0.0004384141226292844;0.0002812711091014241;0.08115448420911571;0.08115448420911571;-0.037111714146363925;0.542702852368134;0.01928901907095192;0.457297147631866;0.03711171414636392
"4.1. Infraestrutura Urbana";6.090660113690326e-05;0.0;8.232730956553426e-05;0.0;0.0;0.0024728509408825906;0.0;0.002616084851585028;0.002616084851585028;0.0008978667006036792;0.9452487519219205;0.047954780887510755;0.05475124807807952;0.0008978667006036794
"5.1. Rio, Lago e Oceano";4.884286472706726e-05;0.0;0.0002934306684622152;0.0;0.0;0.0;0.012184821501680865;0.012527095034870149;0.012527095034870149;0.0018188272449074553;0.9726773420145263;0.05300670731462977;0.02732265798547373;0.001818827244907454
"total";0.5693117096979258;0.03722372035599849;0.32275486866365555;0.008807057387702624;0.04404277006275179;0.0035139515521887075;0.014345922279777603;1.0;1.0;0;0.803294533971223;0.013752542255182007;0.19670546602877703;0.08846454943733935
"adj population";0.5693117096979262;0.03722372035599849;0.3227548686636546;0.008807057387702625;0.044042770062751785;0.0035139515521887075;0.014345922279777596;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.676654174812276e-17;1.5203171158266774e-16;7.128463633958097e-17;3.0507411497126184e-16;1.531806997870886e-16;5.075548499881469e-16;2.857845419827932e-16;1.541677096399662e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9038642106218334;0.12213205185508313;0.6881130099119329;0.3832811288481185;1.0;0.703723686612112;0.8493578359097147;0.8032945339712226;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011159135458793028;0.008833398686271605;0.013999966235345657;0.02166776712639448;0.036836385293993246;0.03909728155523348;0.04457616757854686;0.01379047361768298;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.988840864541207;0.9911666013137284;0.9860000337646544;0.9783322328736055;0.9631636147060068;0.9609027184447665;0.9554238324214531;0.19670546602877736;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.10946246122808745;0.043312248622418274;0.0518731514639596;0.0108629569806276;0.0;0.000286467821404875;0.0006845470663785665;0.1082409165914382;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2008 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5126138466418937;0.011885834682692616;0.07525175516714161;0.0031598574361069885;0.0;0.0;0.0017705648225719902;0.604681858750407;0.604681858750407;-0.03676383400071345;0.8477414019021929;0.010037971127838623;0.15225859809780706;0.03676383400071359
"2.2. Formação Campestre (Campo)";0.016413441855036123;0.004396138349221773;0.004927942649656466;0.00032104950613329663;0.0;9.737125382236355e-05;8.969776759648028e-05;0.0262456413814665;0.0262456413814665;0.011383341559343157;0.16749974920887728;0.012191720311330584;0.8325002507911228;0.01138334155934317
"3.1. Pastagem";0.015650367087050702;0.007595881249036531;0.22496054390852718;0.002408492877532417;0.0;0.0004158299821863728;0.0002165915950084116;0.2512477066993416;0.2512477066993416;0.0724477101642092;0.8953735214695059;0.019171397612054573;0.10462647853049412;0.07244771016420926
"3.2. Agricultura";0.0008092143120587823;6.0892627677490705e-05;0.018106412938971635;0.0032272375778181236;0.0;9.092714183703538e-05;0.0;0.02229468459836307;0.02229468459836307;-0.013178047200772272;0.1447536772085608;0.007971725753082845;0.8552463227914392;0.013178047200772244
"3.3 Mosaico de Agricultura ou Pastagem";0.02232118882879045;0.01359275830260374;0.0;0.0;0.043871779261419844;0.0003483520649463444;0.000585539990242855;0.08071961844800324;0.08071961844800324;-0.036847839186583395;0.5435082586481814;0.019176627517504447;0.4564917413518186;0.036847839186583395
"4.1. Infraestrutura Urbana";6.1026782793477975e-05;0.0;8.248975882817963e-05;0.0;0.0;0.002568404881939835;0.0;0.0027119214235614923;0.0027119214235614923;0.0008089639011704584;0.9470793879296172;0.04990044900196313;0.05292061207038279;0.0008089639011704588
"5.1. Rio, Lago e Oceano";4.893924207016607e-05;9.74777295775239e-05;0.0003662724404257583;0.0;0.0;0.0;0.011585879286783859;0.012098568698857308;0.012098568698857308;0.0021497047633462886;0.9576239615747381;0.053737212729851595;0.04237603842526194;0.0021497047633462895
"total";0.5679180247496934;0.03762898294080967;0.32369541686355086;0.009116637397590825;0.043871779261419844;0.003520885324731951;0.014248273462203597;1.0;1.0;0;0.8032238299076044;0.013717654867321695;0.19677617009239556;0.08678972038806922
"adj population";0.5679180247496942;0.03762898294080968;0.3236954168635499;0.009116637397590825;0.04387177926141987;0.0035208853247319515;0.014248273462203588;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.695538055235387e-17;1.5202655983774004e-16;7.145578164316766e-17;3.0289255363124696e-16;1.5451118434446135e-16;5.085949976898078e-16;2.852131533422363e-16;1.5416496110410138e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9026194350281899;0.11682851902048191;0.6949759934455785;0.3539942894592866;1.0;0.7294770050868867;0.8131426812882085;0.8032238299076043;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011171557083164124;0.008306114748948847;0.014107777301535285;0.020332547870482574;0.03637011998306956;0.041274198076843155;0.0438757077041364;0.01377516327880824;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9888284429168359;0.9916938852510512;0.9858922226984648;0.9796674521295174;0.9636298800169304;0.9587258019231568;0.9561242922958636;0.19677617009239567;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.1106083562155995;0.043699006064489454;0.052574325581628834;0.011778799639545402;0.0;0.0002870330832433149;0.001025378824146897;0.1099864497043267;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2009 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5104401346247223;0.012403024809900071;0.07468004451172067;0.003189899384490125;0.0;5.3044903593135884e-05;0.0015720539167061497;0.6023382021511323;0.6023382021511323;-0.0360549774091897;0.8474311156121026;0.010100992457402721;0.1525688843878974;0.03605497740918984
"2.2. Formação Campestre (Campo)";0.016866710202625465;0.004660350507213384;0.005658161532296127;0.00018782400733706006;0.0;9.750754048574969e-05;0.0;0.027470553789957785;0.027470553789957785;0.010542549703233428;0.16964894638989886;0.011978489040151415;0.8303510536101011;0.010542549703233452
"3.1. Pastagem";0.014935990062037064;0.007347155779070018;0.22103635081155695;0.0027157250411741873;0.0;0.0002925998045299138;0.00027787260629366753;0.2466056941046618;0.2466056941046618;0.0741621407344825;0.896314870644256;0.01937170937454159;0.10368512935574403;0.07416214073448255
"3.2. Agricultura";0.0011535455843039047;6.09778566616642e-05;0.01880773186063899;0.003352402037614205;0.0;9.105440893369633e-05;0.0;0.023465711748152457;0.023465711748152457;-0.014019861277536908;0.1428638548702086;0.007838748991009068;0.8571361451297914;0.01401986127753688
"3.3 Mosaico de Agricultura ou Pastagem";0.02277672432832783;0.013346366209804535;0.0;0.0;0.04724649473863419;0.0002957947358554515;0.00039935399516550406;0.08406473400778751;0.08406473400778751;-0.036818239269153334;0.562025149978556;0.019786735332896235;0.437974850021444;0.03681823926915332
"4.1. Infraestrutura Urbana";6.111219954922077e-05;0.0;0.00014371741600532342;0.0;0.0;0.002741212671472518;0.0;0.002946042287027062;0.002946042287027062;0.0006251717778434029;0.9304729546970475;0.04899505524098831;0.0695270453029525;0.0006251717778434033
"5.1. Rio, Lago e Oceano";4.900774037688971e-05;0.0001952283305415622;0.000441828706926246;0.0;0.0;0.0;0.012422997133437351;0.01310906191128205;0.01310906191128205;0.0015632157403206231;0.9476648457008012;0.05164988241934148;0.05233515429919877;0.0015632157403206223
"total";0.5662832247419425;0.03801310349319124;0.32076783483914434;0.009445850470615576;0.04724649473863419;0.0035712140648704654;0.014672277651602672;0.9999999999999999;0.9999999999999999;0;0.8018999425246508;0.013859174678408932;0.1981000574753492;0.08689307795588003
"adj population";0.5662832247419424;0.03801310349319123;0.3207678348391435;0.009445850470615578;0.047246494738634216;0.0035712140648704663;0.014672277651602667;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.70910572318245e-17;1.5146474662445522e-16;7.179225024313905e-17;2.992856645576344e-16;1.5114808984243115e-16;5.093801280031052e-16;2.8450796622769258e-16;1.5346699027302819e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.901386642447923;0.12259852732224637;0.6890851475878185;0.3549073794935622;1.0;0.7675856506159752;0.8466986127460838;0.8018999425246506;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01120539995153392;0.008484903766509124;0.0140636452736906;0.020289988552129833;0.03624504506089232;0.04315214893416493;0.0445280211204764;0.013890673167515475;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9887946000484661;0.9915150962334909;0.9859363547263094;0.9797100114478702;0.9637549549391077;0.956847851065835;0.9554719788795236;0.19810005747534942;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11168618023444044;0.045620406565488804;0.05113868658620968;0.012186896866002743;0.0;0.0004096592311090882;0.001372129555689397;0.11120697951947006;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2010 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5107379886878933;0.012779256046527018;0.08036477936894877;0.0031239661536911325;0.0;0.0;0.0019214561305158806;0.6089274463875761;0.6089274463875761;-0.04547585674293673;0.8387501527773373;0.009975147942889591;0.16124984722266267;0.04547585674293675
"2.2. Formação Campestre (Campo)";0.01761470646467177;0.004927750371272632;0.00507278861077218;0.00018802209668252972;0.0;9.761037720586352e-05;0.0;0.02790087792060498;0.02790087792060498;0.010219769465680074;0.1766163195758601;0.011932538811280645;0.8233836804241399;0.01021976946568011
"3.1. Pastagem";0.013875790099399602;0.007595614405121138;0.22317798595752902;0.0029510293894270583;0.0;0.0002929083960916936;0.00021712349855286582;0.2481104517461214;0.2481104517461214;0.07982531838698274;0.8995106187057991;0.01940443399252156;0.10048938129420093;0.07982531838698276
"3.2. Agricultura";0.0010258597324552172;6.104216720367376e-05;0.018734515397399138;0.0037320414488553194;0.0;9.115043983264012e-05;0.0;0.02364460918574599;0.02364460918574599;-0.013649550097089971;0.1578389991366469;0.008716055774012969;0.8421610008633531;0.013649550097089949
"3.3 Mosaico de Agricultura ou Pastagem";0.02008700858185528;0.01257031301189882;0.0;0.0;0.042577461949620914;0.0002576442937731607;0.00010449286983419065;0.07559692070698236;0.07559692070698236;-0.033019458757361446;0.5632168817385221;0.02022615954382023;0.43678311826147787;0.033019458757361446
"4.1. Infraestrutura Urbana";6.11766517764975e-05;0.0;0.00014386898815668317;0.0;0.0;0.0028356669532574215;0.0;0.003040712593190602;0.003040712593190602;0.0005342678669701772;0.9325665831120109;0.04858766540387848;0.0674334168879891;0.0005342678669701772
"5.1. Rio, Lago e Oceano";4.905942658757088e-05;0.00018667138426180246;0.0004418318102984022;0.0;0.0;0.0;0.01210141883863168;0.012778981459779456;0.012778981459779456;0.0015655098777551612;0.9469783547866991;0.0527096433776072;0.05302164521330088;0.0015655098777551616
"total";0.5634515896446394;0.03812064738628509;0.32793577013310415;0.00999505908865604;0.042577461949620914;0.0035749804601607794;0.014344491337534617;0.9999999999999998;0.9999999999999998;0;0.8000903142070601;0.01377795234982077;0.19990968579293988;0.09214486559738817
"adj population";0.5634515896446392;0.03812064738628508;0.32793577013310327;0.00999505908865604;0.042577461949620914;0.0035749804601607803;0.014344491337534609;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.71591931507287e-17;1.51337427143987e-16;7.150319072974758e-17;2.9074802983770947e-16;1.5793700593866254e-16;5.100066623869184e-16;2.871706724525211e-16;1.5358621816402746e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9064451996843391;0.12926722679545893;0.6805539568524173;0.37338863289873137;1.0;0.7931978887319265;0.8436282998035918;0.8000903142070602;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011322451367664297;0.008582844599578417;0.013811561478063618;0.02116191205053373;0.03696088692361968;0.044331067939816046;0.04531531674223386;0.013829865052504085;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9886775486323357;0.9914171554004216;0.9861884385219364;0.9788380879494663;0.9630391130763803;0.955668932060184;0.9546846832577661;0.19990968579293977;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.10542720191349209;0.04594625509866469;0.049864931577184746;0.01252603527960144;0.0;0.00041009127986636144;0.0013551252422955504;0.10776482019555243;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2011 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5115322776985087;0.012179534873002815;0.08111296903500415;0.0033714147954273513;0.0;0.0;0.0018079947547050888;0.6100041911566482;0.6100041911566482;-0.048478885546735864;0.8385717428081543;0.009952731966717416;0.16142825719184573;0.04847888554673607
"2.2. Formação Campestre (Campo)";0.01821950009055914;0.004758169849699428;0.005257289104631697;0.0001692528173916688;0.0;9.758945449877499e-05;0.0;0.02850180131678071;0.02850180131678071;0.00973382386662915;0.1669427765920888;0.011467110261024692;0.8330572234079112;0.009733823866629163
"3.1. Pastagem";0.012709407524386325;0.007527522639104782;0.22296680534474655;0.002546204203804581;0.0;0.0003908772935481513;0.00020679362360090928;0.24634761062919128;0.24634761062919128;0.08203984294352272;0.9050901885156166;0.01963983962690444;0.09490981148438338;0.08203984294352287
"3.2. Agricultura";0.0009609001718962019;6.102908286345286e-05;0.01858858373304268;0.0038546117856157916;0.0;9.113090180801405e-05;0.0;0.023556255675226144;0.023556255675226144;-0.01361477207298677;0.16363431602882633;0.009116985684023983;0.8363656839711737;0.013614772072986751
"3.3 Mosaico de Agricultura ou Pastagem";0.017993007675213772;0.013422752686030496;0.0;0.0;0.04414766492663887;0.00015955738578343206;0.0002067290147510808;0.07592971168841767;0.07592971168841767;-0.031782046761778794;0.5814280595164327;0.020374825250776607;0.4185719404835673;0.031782046761778794
"4.1. Infraestrutura Urbana";6.116353860961489e-05;0.0;0.00014383814995295432;0.0;0.0;0.0028350591302906225;0.0;0.0030400608188531917;0.0030400608188531917;0.0005341533470758032;0.9325665831120109;0.048630388815203075;0.0674334168879891;0.0005341533470758033
"5.1. Rio, Lago e Oceano";4.904891073831586e-05;0.0002866160527089039;0.0003179682053361114;0.0;0.0;0.0;0.011966735546100242;0.012620368714883574;0.012620368714883574;0.0015678842242737477;0.948208076677468;0.053230873706196974;0.05179192332253202;0.0015678842242737474
"total";0.5615253056099121;0.03823562518340987;0.32838745357271415;0.009941483602239393;0.04414766492663887;0.003574214165928995;0.014188252939157322;0.9999999999999997;0.9999999999999997;0;0.8020613242816004;0.01381771832230604;0.19793867571839963;0.0938757043815016
"adj population";0.5615253056099121;0.03823562518340987;0.32838745357271326;0.009941483602239393;0.044147664926638915;0.0035742141659289963;0.014188252939157313;0.9999999999999997;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.710888052080646e-17;1.507747964096034e-16;7.145858323867699e-17;2.917927859999333e-16;1.5571391166457794e-16;5.096943985299814e-16;2.893636674765921e-16;1.5359070238401716e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9109692343124192;0.12444336471223595;0.6789747991860332;0.38773003505709275;1.0;0.7931978887319265;0.8434255857586211;0.8020613242816002;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011388130341506285;0.008411364873618593;0.013804206498961283;0.022187779615390268;0.03591830296142874;0.04432804814067658;0.045600950692565576;0.013861189797109926;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9886118696584937;0.9915886351263814;0.9861957935010387;0.9778122203846097;0.9640816970385713;0.9556719518593234;0.9543990493074345;0.19793867571839985;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09998605582280673;0.04748726293416256;0.046761610568889445;0.012173743633247202;0.0;0.00041000337712513834;0.0013072663375666635;0.10406297133689886;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2012 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5099846590972146;0.0124059863492687;0.07944653348058571;0.003481243082423569;0.0;0.0;0.0013107347190906696;0.6066291567285833;0.6066291567285833;-0.04855142346016993;0.8406860327113996;0.010059035763074865;0.15931396728860037;0.04855142346017016
"2.2. Formação Campestre (Campo)";0.018858691785535495;0.005339123673590918;0.007064784590532898;0.00019797396925945736;0.0;9.768518440710544e-05;0.00020006235957115913;0.03175832156289703;0.03175832156289703;0.00714324705697858;0.16811731259212903;0.010812351247384397;0.831882687407871;0.0071432470569786286
"3.1. Pastagem";0.011882909807146248;0.009134184564236793;0.23016569049408142;0.002630583368407226;0.0;0.00039126072275853064;0.00010886096291029075;0.2543134899195405;0.2543134899195405;0.08064647564701166;0.9050471155379958;0.019385342121731687;0.09495288446200423;0.08064647564701177
"3.2. Agricultura";0.0012842233924419567;0.0;0.017980943581796048;0.003972160945902078;0.0;9.122029622999293e-05;0.0;0.023328548216370072;0.023328548216370072;-0.01304658685037777;0.17027038755522445;0.009466640778947705;0.8297296124447755;0.013046586850377743
"3.3 Mosaico de Agricultura ou Pastagem";0.015956928624352232;0.011753043683618153;0.0;0.0;0.041877819663234665;0.00015971390283737958;9.850286859284973e-05;0.06984600874263527;0.06984600874263527;-0.027968189079400622;0.5995735535518393;0.020593259570671842;0.4004264464481607;0.02796818907940061
"4.1. Infraestrutura Urbana";6.122353669008717e-05;0.0;0.0002528402102080364;0.0;0.0;0.002837840167975975;0.0;0.0031519039148740985;0.0031519039148740985;0.00042581635933488485;0.9003574489006373;0.04670142368939751;0.09964255109936271;0.00042581635933488507
"5.1. Rio, Lago e Oceano";4.909702503255803e-05;0.0002692303491610925;4.917320934813753e-05;0.0;0.0;0.0;0.010605070331560197;0.010972570915101985;0.010972570915101985;0.001350660326623181;0.9665073403138381;0.05781074131631762;0.033492659686161885;0.0013506603266231817
"total";0.5580777332684131;0.038901568619875655;0.3349599655665523;0.01028196136599233;0.041877819663234665;0.0035777202742089836;0.012323231241725166;1.0;1.0;0;0.8047823643735597;0.013816171351260004;0.19521763562644034;0.08956619938994849
"adj population";0.558077733268412;0.03890156861987564;0.33495996556655117;0.010281961365992331;0.04187781966323469;0.003577720274208985;0.01232323124172516;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.715373531292985e-17;1.4982760675863789e-16;7.117136454719667e-17;2.8724706638293467e-16;1.6001912608192342e-16;5.101392744392439e-16;3.110137406825264e-16;1.5565719142053929e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9138236999897149;0.1372470021906275;0.6871438803284393;0.3863232708732044;1.0;0.7931978887319265;0.8605754548898297;0.8047823643735593;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011491976512765744;0.00873717057077853;0.013808629255454136;0.022341761621880576;0.03483559598810229;0.04429172103091984;0.04938854092544599;0.013834289558772096;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9885080234872342;0.9912628294292215;0.9861913707445459;0.9776582383781194;0.9651644040118977;0.9557082789690802;0.950611459074554;0.19521763562644068;NaN;NaN;NaN;NaN;NaN;NaN
